first,tempo,scale,chroma,zcr,rolloff,centroid,bandwidth,rmse,dance,percentile_10,percentile_90,dynam,valence,arousal
10,0.5101214574680433,1.0,0.2717234109675723,0.07682350546416564,0.1646233245511452,0.1593314643814019,0.18960106434248378,0.08007397053625426,0.15061197200626658,0.03614646752981672,0.05347396640995798,0.24505534146526053,4.8,3.9
11,0.6515837103808355,1.0,0.2670282098400296,0.06891097986775586,0.13902451911854902,0.1752691177296469,0.30877262102181785,0.04073289659116647,0.10609179572954072,0.006979275327798697,0.04750031324438035,0.5306468206123891,5.9,4.3
12,0.44999999999115853,1.0,0.5013736507319956,0.18034789054125305,0.451605115960387,0.44884159865897955,0.5845421010610807,0.0823365835974603,0.15419686804792268,0.0114255634501527,0.15881412767719927,0.47913327476522305,5.4,6.5
13,0.7816377170752967,1.0,0.3471091556322225,0.029355115566139196,0.10001955812662378,0.14978494569139522,0.36649860446417243,0.05689454657160846,0.05343788096080269,0.01744353417456577,0.07927380057373737,0.4094176863024145,6.6,6.3
14,0.32307692306604124,1.0,0.5006159997930915,0.03441960073187755,0.11768019613759126,0.10565362066918582,0.218334139204875,0.12387879884876953,0.16313947329752596,0.06936079188853224,0.08130226695547271,0.1836991739208436,4.0,4.8
15,0.5769230769162758,1.0,0.397748411453294,0.06031780674833094,0.11338254261559816,0.10204238523948189,0.12275630301363057,0.11723887098011267,0.0684863904754248,0.04605956253239138,0.07462415130175261,0.13285598336054474,5.3,3.9
16,0.22153846152594744,1.0,0.37056017061088037,0.08371501406807279,0.3287296227869959,0.27503037049584267,0.495901866220425,0.15501929745512183,0.15638790361585486,0.08085854316821858,0.09643354355732905,0.10110798847290807,7.9,4.7
17,0.3956043955946797,0.0,0.5234717781759269,0.20641868183362472,0.4498476352048405,0.43344660701869847,0.5382677403947314,0.08463941690507537,0.28083325467491627,0.04731895717327674,0.03719051771872663,0.030951035398515597,4.7,3.8
18,0.3461538461674483,0.0,0.1768190637127377,0.05423417577221342,0.17005465533957945,0.30951313921018553,0.6702067845542354,0.05711263270500877,0.07473632532340747,0.007998794983642655,0.10449119755994503,0.7935319597098262,4.2,3.3
19,0.613186813180595,1.0,0.38265126001680877,0.05657300382172594,0.18697449477626135,0.21467376650239986,0.431528361303523,0.07625029557337648,0.1908321865388293,0.0339075165250818,0.06605069752246905,0.3795819510756289,4.8,6.5
20,0.4221388367399728,1.0,0.284074582801274,0.06870902188780341,0.29315187718968766,0.2950331528150385,0.5936152338882013,0.08249873505371781,0.09613314030724332,0.02870622858659047,0.09267891330549448,0.3167246313355399,6.6,5.3
21,0.5101214574680433,1.0,0.3541171150573685,0.045578131502452636,0.1336237141429217,0.17367128025708864,0.41460123474763233,0.10022596491959196,0.09077657349083296,0.02720171685887222,0.09787092656894121,0.32693251431451137,7.3,5.4
22,0.25961538455927535,0.0,0.4558738411673024,0.08958427382808262,0.2137820735964004,0.19261994278426486,0.2001459172445455,0.3287015314842246,0.2185178312324989,0.22236052256162775,0.2512523787009856,0.06997223699942291,4.6,4.8
23,0.3956043955946797,1.0,0.2964827193707861,0.08227184408841176,0.39509853340059087,0.33781872127331736,0.6137125659157328,0.11143699173224088,0.09723240656343922,0.04015587375192016,0.097326406665712,0.2852473491521506,4.3,5.1
24,0.5769230769162758,0.0,0.4428991997776481,0.08266462437153599,0.3621983914776485,0.31567862490460674,0.5977644248394562,0.1483016330899427,0.2296106315525972,0.09049717081377918,0.09031048922901494,0.07680504006914723,6.1,5.1
25,0.3703041145026561,1.0,0.3733070979632091,0.054351712296330165,0.17544409269139896,0.17592306792738432,0.34065071239558786,0.08852820518578831,0.10849578021986195,0.03121304216831265,0.07960020984257192,0.3374246569777041,6.7,3.5
26,0.3956043955946797,1.0,0.24995988899458524,0.047284642808299256,0.09079942580239539,0.10113776309001685,0.1920362252104018,0.1004657917267269,0.09356283074912468,0.030633256446084865,0.08085881281406819,0.20103048606700943,3.9,4.9
27,0.27986906704826664,1.0,0.40906523936250283,0.08096396221641915,0.18905792690449338,0.14815264791896524,0.15449659240073282,0.11940838640001081,0.12804916796054402,0.059358647536900705,0.0705678131753837,0.12393989501284043,5.1,2.1
28,0.5426195426026317,0.0,0.459430944735951,0.16997190937166537,0.3973131759967308,0.3873414397221201,0.49318953496582724,0.11861876512996966,0.1604412872867672,0.06300993727543956,0.07451232007201837,0.11659880658513887,5.3,4.0
29,0.3956043955946797,1.0,0.4850266670534151,0.013632001808347541,0.11910814925147267,0.14662717578494613,0.4403477843405996,0.13198676571135604,0.10872379443064127,0.06362877419347794,0.08300780734542483,0.31547147562744954,4.4,4.4
30,0.25961538455927535,1.0,0.6088025082241592,0.12214053062962515,0.4049639268278005,0.3614192361958181,0.5483280302572446,0.1183492351273448,0.16550483067401237,0.06489585600309018,0.06110953938861079,0.04789818055149974,4.5,4.8
31,0.2401883830333116,1.0,0.3566840198777,0.15099500339822963,0.38568681523818504,0.36564118574049,0.5249691685079992,0.13005043260518273,0.15108645719109048,0.07416859840020995,0.08042942564467163,0.03706149080650719,3.9,5.3
32,0.5101214574680433,1.0,0.5132831213961667,0.11542485951446718,0.3834080320360064,0.35470326724725304,0.504392406649622,0.12572840025466278,0.2383637783057848,0.07464831613755973,0.0727257667178619,0.14615021539381168,3.6,4.8
33,0.18639053250409515,0.0,0.7035013434723913,0.028099276655002142,0.16783326166691812,0.1342602050749367,0.2310364565898026,0.5883242003848564,0.07704963248550273,0.471241934594369,0.5253530900552228,0.04565747669686708,3.6,3.2
34,0.5426195426026317,1.0,0.43102554406996735,0.08085694238670282,0.3546616600515378,0.31474664198443353,0.5581454321960554,0.12101344599015294,0.13491490539641487,0.06139471580205481,0.09349496677307288,0.2009209757510626,4.6,5.1
35,0.15384615383255157,1.0,0.56406334249167,0.08892976744818822,0.3259007940243621,0.2823584413165157,0.5027227580577676,0.14593825879993727,0.1882239281618506,0.08637850193794055,0.09204476947282597,0.10999203120591541,4.3,5.1
36,0.5426195426026317,1.0,0.29695958703659203,0.0783752851433269,0.1800728065417624,0.19199518526512174,0.3384309013772712,0.09511544589044141,0.12102824377435875,0.04264256464126257,0.06126998713324208,0.1422148911186676,3.1,3.3
37,0.44999999999115853,1.0,0.6147223514085218,0.10538339302042686,0.3213303222688045,0.29877086893841703,0.475468712094211,0.1694065959366344,0.1917949370063886,0.10563746165929808,0.09503988469090417,0.040361728656440256,5.8,5.4
38,0.5426195426026317,1.0,0.3489473906971051,0.0630315614317348,0.1536130141549881,0.183272830698293,0.4176013487288822,0.11017002679451415,0.09839366541036917,0.019558337088797062,0.0928487723799906,0.2888925678541782,6.4,5.8
39,0.5769230769162758,0.0,0.37562374702210244,0.12311653012102479,0.2592268787563889,0.25181573319321054,0.34483640136515925,0.13367961685962276,0.14206099285534052,0.04997877164965686,0.08781704340642676,0.0893471210847388,3.3,3.4
40,0.5101214574680433,0.0,0.4083614106214442,0.1049623444593505,0.3227260889618721,0.29987564461208654,0.4594301693182151,0.09151716736250719,0.11997160300237625,0.03212681851152267,0.06037499206766703,0.18390853148524847,5.3,4.1
41,0.3010033444780569,1.0,0.6505249372733212,0.13432267062288766,0.5440654632558874,0.4589779062764824,0.7074375303321068,0.14818947838931426,0.2811377734189194,0.08947072551570215,0.09036506761494925,0.15169835101188078,4.3,6.4
42,0.2401883830333116,1.0,0.6114597984221517,0.10655280704518316,0.38897391732573905,0.3605705578530472,0.5922374586838467,0.1866003300509428,0.19367217189908184,0.11326127570960445,0.12296738254137866,0.13554873592279001,6.2,3.9
43,0.16981132074470773,0.0,0.4796351692996188,0.08912913319795585,0.34599993658365014,0.3084405762704795,0.572004986677214,0.11951028222022071,0.257707715698159,0.06406335258033406,0.06974716606573914,0.15649051176029172,3.6,4.9
44,0.27986906704826664,0.0,0.5838268136353526,0.11259174522204984,0.33631155860044554,0.3089676447723055,0.4378682921857822,0.46074280683949986,0.0835423255350355,0.34504025564464347,0.38758803412725273,0.057551204589618016,6.4,5.8
45,0.44999999999115853,1.0,0.5404206326971449,0.1230793350184562,0.4513982032551555,0.38039981927925176,0.5840371439804067,0.10878631443883253,0.19598151639053385,0.06089198975380422,0.06375510803640498,0.17858452831516172,7.2,6.8
46,0.5101214574680433,1.0,0.5629548745764464,0.1382192295679725,0.5831208749877899,0.47374336380776494,0.6991295487625797,0.1395016877582256,0.23684032779211558,0.08452807978931595,0.09578373343248542,0.16501583313294532,3.8,4.9
47,0.22153846152594744,0.0,0.5630964384295382,0.06586136483515265,0.29741938787314093,0.27613113797750233,0.5215271300573948,0.15079448667995884,0.28318615284370535,0.09570040669128466,0.10951190038345761,0.13443811046015947,3.2,3.9
48,0.7816377170752967,0.0,0.6658126362499088,0.142801666204422,0.40625189455592037,0.38318862900487755,0.5223237388300145,0.1036876236949857,0.2328775143502227,0.06276097615343584,0.09581177860366381,0.26375417786276445,4.4,3.6
49,0.3956043955946797,1.0,0.3946072202902405,0.14727995655367945,0.4714978567100122,0.42203706280001185,0.5961219136077786,0.12414343719980407,0.24264956725494616,0.07177768786603872,0.07475668210263739,0.1468338373783086,5.9,3.7
50,0.6923076923348969,1.0,0.24386032256755527,0.06669304732858616,0.24891853887131343,0.22905992697476277,0.4297917634843452,0.1140098510016004,0.25577132634370614,0.06650817698130788,0.07213392807407393,0.17087131836169367,6.7,5.6
51,0.09549071614144075,0.0,0.48254037082596457,0.13852422940903486,0.4689796524530097,0.4122314335856592,0.636193877619719,0.15535896830638302,0.15228657520013628,0.0784844414408236,0.11669734012150554,0.18458812274269892,5.8,5.6
52,0.25961538455927535,0.0,0.25136410464940745,0.14049705764927256,0.38721745836132954,0.3543066696362613,0.5024600802893837,0.09880745389801389,0.18004668954210507,0.0516115087959077,0.061170420646005766,0.15439030276742807,3.0,4.3
53,0.3461538461674483,0.0,0.6201422816486682,0.1448027627226118,0.41510367117527996,0.3668797507528199,0.5038569670705776,0.17013501721011262,0.17614042448127928,0.10535133056099448,0.09371458231842664,0.028565412225107698,4.3,3.2
54,0.3956043955946797,1.0,0.5756838493077227,0.1825944747363955,0.5745751248139457,0.513841829909066,0.6862571844804887,0.16333411324037211,0.1969357346213035,0.10199910468503527,0.09128577580335316,0.031933845438761696,4.2,2.9
55,0.25961538455927535,1.0,0.5624805009883906,0.13413274104185846,0.408062038616178,0.3735176260028012,0.5364594595439189,0.3255735648748151,0.14136138513831428,0.1688939505226184,0.3061983123643518,0.15429735580335083,3.4,3.9
56,0.6923076923348969,0.0,0.541406092697737,0.09230261934910736,0.3609487409171641,0.31181957804029736,0.5009309723030234,0.13951019379682425,0.14439132879127986,0.07897726054443772,0.0826110815347553,0.13477964117006355,5.5,5.5
57,0.25961538455927535,1.0,0.5082649870815503,0.06286939078453581,0.39446349020897914,0.3130994539746131,0.609298017755516,0.17744523722584982,0.12576781206174106,0.0848394849567904,0.12234428458605875,0.08308905030875549,6.0,5.1
58,0.3010033444780569,1.0,0.4267252053318096,0.11734533800648338,0.4735889522717712,0.39695881552027407,0.6098900701854675,0.17707640669594193,0.10903331113761783,0.09961828592655715,0.1167980197919418,0.07615774801518137,6.1,3.9
59,0.3010033444780569,1.0,0.7691083579762765,0.12947540485614983,0.6434663268490904,0.5243753932112839,0.7495441546244714,0.1971555222645451,0.2800491813836447,0.1362668078332414,0.11693579523570084,0.07346899281303676,2.9,3.5
60,0.5101214574680433,1.0,0.5825661072142672,0.14419425084458978,0.46715626616913036,0.40129648479685,0.5551415090440481,0.18587745264926697,0.18188244134212161,0.1144621708702525,0.10762440949490826,0.04558655859037306,6.1,5.8
61,0.3703041145026561,1.0,0.6460090603360056,0.12303767650357943,0.4258289018442293,0.36512323788272,0.541007424443082,0.21797024711687965,0.2205639258742116,0.14970442416551766,0.12657708338602788,0.023535331806731043,5.9,5.6
62,0.3703041145026561,0.0,0.6845259011346084,0.1347972801316628,0.4692407200884993,0.4013550674296669,0.6066882149779089,0.11893211617809085,0.10624648268355769,0.044201111502988846,0.09532806668501134,0.17391687966150618,7.1,6.2
63,0.27986906704826664,1.0,0.6652924713943624,0.1703915054856946,0.6637417283795017,0.5508035875179693,0.740927808424648,0.1854354647522422,0.20916342953364858,0.11510181255235044,0.11054915321653776,0.06286487735330101,5.4,5.6
64,0.3461538461674483,1.0,0.7244345370808383,0.2002264411580069,0.7899559240928624,0.6479559305683367,0.8542143057901641,0.1955158134756384,0.22635756455261877,0.12565708142249918,0.12105584971389326,0.03888162433014646,5.3,2.6
65,0.5101214574680433,1.0,0.7293292145468283,0.19790397895362455,0.8220846137074108,0.6836381897900691,0.8791618661130226,0.21016550830120664,0.2642411956955259,0.1424824779131149,0.12388257695021056,0.043169136717666756,6.7,5.5
66,0.5769230769162758,1.0,0.32912401180586687,0.11613124933960724,0.323898617603844,0.3142915057682351,0.48618674756846236,0.24070278473895002,0.09673500214841012,0.11673158609039053,0.19024045332559653,0.17576259228575628,4.5,4.8
67,0.44999999999115853,1.0,0.6188568339763025,0.16326046042124573,0.5827928800328303,0.49068315368614457,0.7077786803503833,0.16145900730660392,0.21765643231408704,0.09819421402711552,0.09282822499084706,0.06140732240894411,4.3,4.2
68,0.5426195426026317,0.0,0.5268069088248228,0.20681146211674897,0.5580726870567059,0.5059081771684252,0.6656215236238064,0.1583074248903501,0.2362124765434887,0.09827187011935602,0.08424553742737363,0.03831005522286244,4.5,5.5
69,0.3010033444780569,1.0,0.3540177011182522,0.14729334679060416,0.265964569513408,0.27242698333521004,0.2901032781445127,0.07317318175862426,0.1378773765492437,0.031272396379485104,0.051510714245541975,0.24193814800631505,5.8,4.7
70,0.5769230769162758,1.0,0.4918333045225786,0.16543116660714827,0.4576653591936113,0.40772002413935876,0.5210096611783281,0.1754180009276236,0.16990660806388488,0.11357888398766308,0.10514739932908664,0.04662045342456022,7.2,6.0
71,0.3010033444780569,1.0,0.5337906258142385,0.277178644960098,0.6640789194546938,0.6106274776392444,0.690947296486187,0.12602063567341923,0.188947419001941,0.07411257926259139,0.060120543751799795,0.006277263443177902,3.3,4.6
72,0.5426195426026317,1.0,0.6632429380624972,0.06895153395655058,0.30820745869701227,0.25851327294849324,0.4642525736807027,0.26192141054551055,0.16971829195900578,0.1827994346674758,0.17354764842165277,0.03048177935698044,6.8,6.9
73,0.3956043955946797,1.0,0.6295257004860535,0.15471005024277973,0.5601765550076768,0.490263831467737,0.7307807199883979,0.14217752988148177,0.22920676044463592,0.09156896914508364,0.11577211579113175,0.283890809299353,4.3,2.7
74,0.3461538461674483,0.0,0.3261474297743152,0.07381218996021309,0.2284055709015623,0.21358567964851835,0.3861133683241633,0.1247036535981818,0.10879533670062759,0.05494813312745579,0.10612775018243896,0.17475959524333226,4.3,4.1
75,0.8307692307665103,0.0,0.49135459123923775,0.10140500484969119,0.5342971399866875,0.409904986417408,0.6850195974768754,0.18429691925668168,0.18772156148358396,0.1155015399164565,0.11104590769683559,0.09487547010397904,3.4,2.8
76,0.22153846152594744,1.0,0.3558791311062101,0.2689198443857699,0.3896585173874926,0.44921872112171285,0.42287879926162614,0.10029628241120235,0.1414933670605396,0.04674146921664834,0.055886163949867965,0.10981589377269782,6.5,5.4
77,0.3461538461674483,1.0,0.47905230332943677,0.11671104388763817,0.2831749761619497,0.2593186789856341,0.34245275033969313,0.48311896046737546,0.1542937571301297,0.38584810384993995,0.40026530822821244,0.10401087271269958,5.6,3.3
78,0.32307692306604124,1.0,0.4936431569826658,0.12265233524096888,0.23132636086652125,0.250631219359572,0.3136369545779276,0.11924563028126506,0.2632029402873371,0.05530896121786366,0.090938898054564,0.2789743900449743,6.1,3.3
79,0.3956043955946797,1.0,0.38749535758602816,0.09400020383033757,0.35261909956878373,0.3198137191980658,0.5262507930605471,0.10185583605363371,0.1823760258854499,0.050593873177121086,0.07372252504612753,0.20177155258530707,6.5,5.0
80,0.32307692306604124,1.0,0.4695772520755155,0.1415013254186243,0.4293407979819112,0.4120160561984864,0.573004555715315,0.13964642629361376,0.17557297718515574,0.10072718030173881,0.10265273323225646,0.16146312095131107,4.6,3.3
81,0.0567465321383062,0.0,0.6372173365040379,0.06015266049292644,0.2707000605375824,0.24357344425750221,0.4565460444760748,0.1663276545464964,0.2648761154917858,0.1209448722381657,0.12217265710027639,0.17466170997128422,6.0,4.8
82,0.3703041145026561,1.0,0.5629143707537859,0.1603726326578209,0.4975938914520339,0.46150011098030197,0.6382959063913002,0.11814903069809118,0.36710077307063277,0.077697250478624,0.08032618283468983,0.25024318080313646,4.5,4.2
83,0.32307692306604124,1.0,0.5692076272588832,0.16591470294053987,0.5434498340958777,0.4908612169081296,0.6652622314107492,0.15081397175879346,0.17474199444140845,0.07724394014038753,0.12401221065658989,0.181041843708205,4.4,4.5
84,0.3703041145026561,1.0,0.6229255726545925,0.16241687549499026,0.6051798129477396,0.5369644114578096,0.7832917307284877,0.14270101812916908,0.3834623188577568,0.1250381227864478,0.10973888548341436,0.27946795390648727,4.4,2.8
85,0.22153846152594744,1.0,0.5454609144221818,0.09615008075880167,0.3182751667693372,0.32486490902840315,0.5090480921565033,0.14607560550625567,0.13341648039734663,0.07428019398252601,0.12714978091514537,0.28923937054151067,5.3,5.3
86,0.27986906704826664,1.0,0.7134753599209838,0.14603317671558055,0.5419994015769832,0.49053839697192064,0.7058098597959498,0.14873567205313318,0.46395933200368467,0.12606854420628014,0.13045683965682783,0.24563803511225712,6.8,6.4
87,0.3461538461674483,1.0,0.44593963019960037,0.1500889306996589,0.40689971013674386,0.38593000834245844,0.5378730462169884,0.14149287530181553,0.16863891045549573,0.07635069041303719,0.08754576347875599,0.13484780316683875,5.4,3.8
88,0.3461538461674483,0.0,0.44818564697661306,0.2520789572486472,0.6308147435742448,0.5876132973416986,0.7216256395577294,0.14229213040790534,0.18338179453431336,0.061375508699616645,0.12760171920344557,0.22164880273242443,4.8,5.7
89,0.3010033444780569,1.0,0.7004140742702935,0.2934105877210281,0.8052991398052375,0.7191594935390476,0.8861292178471863,0.15294897385913792,0.23880491993763114,0.08884877532137786,0.12441427270115656,0.2598567584379908,8.4,7.8
90,0.3010033444780569,0.0,0.3757992303325946,0.07502475030394892,0.18192173760406546,0.18666735489986036,0.3193748552686437,0.10586208511815844,0.20456094823067092,0.06275673495689689,0.07380431864766453,0.24607402097218634,4.4,3.9
91,0.3956043955946797,1.0,0.4558911500668875,0.2012708796381327,0.48223892514158395,0.4722154485487123,0.6494824086976042,0.08872010060129897,0.37799490436255045,0.06552305539942334,0.06471780577693388,0.2132648370887401,3.9,5.0
92,0.3703041145026561,1.0,0.41723803286002326,0.200440684948802,0.4825939975616725,0.4734479067866906,0.6248795549569939,0.09954934080128647,0.22858355016162704,0.04573096266695896,0.07440851362497322,0.20382666281429704,4.9,4.6
93,0.15384615383255157,0.0,0.5452449272890292,0.049224739358276585,0.25642308387661017,0.24540847950525208,0.564069353724181,0.18193005287095756,0.12407268151994609,0.10387656265836581,0.12371971402076294,0.09163453866341952,4.3,3.2
94,0.22153846152594744,0.0,0.4615419820251316,0.11176012140478483,0.3886699344624977,0.3760355265860545,0.5483427834581577,0.122679705576858,0.24552628764305062,0.07708685898745217,0.08196274391173967,0.1977603518755308,3.8,5.0
95,0.44999999999115853,0.0,0.4084510976573353,0.09671842192604964,0.3471320811633859,0.30409067889360736,0.47723073641802,0.09392993374565348,0.1418068107384232,0.02590157192887744,0.1081725380844355,0.3135127825248949,3.1,3.9
96,0.44999999999115853,1.0,0.6576755579457689,0.141126398784733,0.5988957974555243,0.49538398691661617,0.7762940434370393,0.17328763230836888,0.3214025769211492,0.11744935270448241,0.10919052721178392,0.10023173243721545,5.5,4.6
97,0.44999999999115853,1.0,0.48539903286149455,0.30177799799485655,0.6944388886111895,0.6255807668180748,0.7390748341530873,0.1383931172165766,0.2407799007061836,0.07596543577147433,0.08600446692905656,0.08904728571024212,6.1,6.2
98,0.44999999999115853,0.0,0.31167010654026767,0.2992948529473779,0.7340082612849756,0.6726599497725854,0.7768132813101525,0.14065493538439924,0.2571226684324232,0.08751504703919716,0.08332440932935752,0.08441854291532933,3.7,2.8
99,0.7816377170752967,0.0,0.33428919694462517,0.06446263519392456,0.20209831660071567,0.18445164205385306,0.29449063363675454,0.7234928716568556,0.10482631150475379,0.5702727485633117,0.752173461443832,0.14102577325285803,4.5,4.2
100,0.613186813180595,1.0,0.6372190324769078,0.20753899832299041,0.6658885115582245,0.5752485655131439,0.7586744739167745,0.1877228689754663,0.17381747839059308,0.09856875928677161,0.13551015311173176,0.13967638727322884,5.1,6.1
101,0.3956043955946797,0.0,0.5737326824023186,0.11713406982389381,0.37104557003689176,0.3342018201646442,0.489832990142438,0.1502586877757693,0.16454072361650315,0.02597904814894328,0.11805495298863802,0.24036939437855645,3.0,5.3
102,0.3956043955946797,0.0,0.6856990155451128,0.12293948143279833,0.470560874237433,0.4236615655627327,0.6188331673588445,0.17124362851552483,0.22393269571701704,0.0634183886654195,0.14951159103830092,0.19767816241476283,3.6,4.0
103,0.3010033444780569,0.0,0.5902372917947013,0.17116516361912112,0.6554657310658111,0.5238340247433766,0.745032535095334,0.1640623850467184,0.3524160795607162,0.1015208737106729,0.09446102660868459,0.07260989406084814,4.2,6.0
104,0.3703041145026561,1.0,0.7455158789076369,0.2743071830418035,0.6370428368666822,0.624134790343894,0.7434542425379457,0.09844858331426085,0.3726225939627751,0.0696687934597196,0.07091015364581309,0.25242396429659386,3.3,4.2
105,0.27986906704826664,1.0,0.4268801873231964,0.22926242602714603,0.6872429245292502,0.6044460868754336,0.7885315372421507,0.1255443518635782,0.16110965773521171,0.07041641705157234,0.07700950844470704,0.0863536455872399,6.1,4.9
106,0.10931174086706333,1.0,0.4951567628876044,0.033828942503088426,0.14446900527046205,0.15333836252352256,0.35227500628391395,0.13623458083691448,0.14068976601393732,0.05290545692662269,0.14374458906107415,0.17972037918877826,2.8,2.2
107,0.22153846152594744,1.0,0.2968656600685259,0.09081183963815855,0.3245775745020175,0.30629964286094197,0.5146582138925946,0.16728935324914693,0.10184277750796718,0.04912929983428534,0.1219169828737965,0.12782403439320614,5.4,6.0
108,0.27986906704826664,1.0,0.6222123661811937,0.25557424158416203,0.8077284482333252,0.6916963471827596,0.8475186812912179,0.14607936936039598,0.08518736934789292,0.025320161947388405,0.10635388137224476,0.1232003767208255,3.7,3.5
109,0.32307692306604124,1.0,0.4383147357022068,0.17679203873569643,0.5072768951612985,0.47141975927646723,0.6279125275938534,0.1925287671957923,0.1570500266105828,0.11410279978953998,0.13754382045446897,0.10892219349776791,6.8,6.2
110,0.18639053250409515,1.0,0.44631693428162494,0.07406641155361696,0.17407031070786708,0.16068987065659332,0.2487922760361124,0.7350693456070623,0.19071776888648112,0.6590691369344632,0.6591266092099943,0.05721790216853543,4.3,5.8
111,0.32307692306604124,1.0,0.427160272254525,0.08063674737949682,0.3792009959964231,0.31036870441071884,0.5579167723625681,0.21407817735322487,0.07930274989350769,0.12740005631901083,0.13257210191903718,0.048124868907526465,3.8,2.4
112,0.3703041145026561,1.0,0.3800619583782819,0.056129638199108434,0.09916125357158946,0.10157808751005684,0.13523305220285814,0.09074248601169807,0.07322842204455812,0.027612603510725406,0.055037430805357945,0.16079157780117515,4.2,4.5
113,0.47928994081323056,1.0,0.03738577653896391,0.26274992077169324,0.3493432371837361,0.4568819679853866,0.42353246900429464,0.03901718036869543,0.1296506223963291,0.007053415910801331,0.034713137666082146,0.462181318098662,4.6,4.8
114,0.3956043955946797,0.0,0.36838194286711357,0.03537923437814701,0.033106032837036885,0.06246504293842284,0.12094016365748028,0.06779305799328285,0.12763508672822355,0.029072819348698754,0.04484739336018776,0.2642949092387876,4.0,4.9
115,0.18639053250409515,0.0,0.34171062457917123,0.12242023780094094,0.5409970244716397,0.4396563253330118,0.7130480068256654,0.12164759426714943,0.10750596935277679,0.060342157031325276,0.08181611936608645,0.16961766882280638,3.4,4.7
116,0.32307692306604124,1.0,0.4006577531487048,0.10768948937967905,0.25419047024238406,0.2579176870753476,0.37303034856465894,0.06517520911721378,0.12697796169646863,0.024793475933699002,0.05189970343297106,0.33593366168031796,3.1,5.4
117,0.3956043955946797,1.0,0.2263102955454699,0.1636026553648767,0.3086330347055502,0.3156845828704077,0.4743158255023978,0.12564808205313446,0.09945914186689339,0.05011562777692012,0.08275120452688309,0.10013269934223372,2.4,3.5
118,0.44999999999115853,1.0,0.3204800371398106,0.05273149362844266,0.13976723335380695,0.13527575071043094,0.23209287611757892,0.08916081802770229,0.0198088371982105,0.01781938790286068,0.0913075209212562,0.28295717546375115,4.7,5.0
119,0.4221388367399728,1.0,0.2321695825220619,0.07805243165303163,0.18169081280711571,0.19400193587279682,0.30902711143020856,0.08398913976575204,0.04981855252423548,0.02720460923950508,0.06799172265929289,0.1778030077118385,3.4,3.1
120,0.6515837103808355,1.0,0.18815739057215167,0.03152879736024723,0.03913255696274193,0.07148056533018136,0.1851836819060338,0.05721229331220036,0.08455357409330172,0.013769596996494026,0.06172850588425659,0.45876598430606375,5.0,5.4
121,0.22153846152594744,1.0,0.319202869805575,0.12318838964602517,0.18761592949665545,0.18070929991470738,0.10676075963825982,0.07102717344220172,0.3554539128552319,0.0400578402610877,0.02960494357486869,0.041899737980386126,4.0,4.5
122,0.4221388367399728,1.0,0.5910113537652008,0.11430872983278423,0.42143468905979475,0.3644874848734952,0.5740309059665702,0.17163765105112255,0.2394835362101704,0.10137738710735787,0.10840924874191986,0.09890902666740686,4.4,5.6
